Tempering_time_(s) Tempering_temperature_(ºC) C(%wt) Mn(%wt) P(%wt) S(%wt) Si(%wt) Ni(%wt) Cr(%wt) Mo(%wt) V(%wt) Al(%wt) Cu(%wt) Final_hardness_(HRC)_post_tempering
120 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 47.4
120 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 40.4
120 593.3 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 38.6
120 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 34.8
300 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 46.5
300 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 39.3
300 593.3 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 36.4
300 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 31.9
900 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 45.4
900 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 38.2
900 593.3 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 34.2
900 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 30.9
3600 204.4 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 55.1
3600 260 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 51.8
3600 315.6 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 49.6
3600 371.1 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 48.3
3600 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 44.1
3600 482.2 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 39.5
3600 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 35.1
3600 593.3 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 31.4
3600 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 27.7
7200 204.4 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 54.4
7200 315.6 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 49.6
7200 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 43.0
7200 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 33.2
7200 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 29.2
14400 204.4 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 53.8
14400 315.6 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 49.3
14400 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 42.4
14400 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 32.1
14400 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 28.4
28800 204.4 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 53.5
28800 315.6 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 49.2
28800 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 41.5
28800 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 31.6
28800 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 26.4
57600 204.4 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 53.4
57600 315.6 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 49.1
57600 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 41.1
57600 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 30.2
57600 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 24.2
115200 204.4 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 52.8
115200 315.6 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 49.0
115200 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 40.8
115200 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 29.2
115200 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 22.9
10 100 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 60.4
10 150 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 60.5
10 200 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 60.2
10 250 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 60.3
10 300 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 58.8
10 400 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 57.9
10 500 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 54.3
10 600 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 52.5
10 700 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 41.5
90 100 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 60.0
90 150 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 59.9
90 200 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 59.9
90 250 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 60.1
90 300 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 58.7
90 400 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 53.6
90 500 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 48.9
90 600 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 46.4
90 700 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 33.6
900 100 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 60.2
900 150 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 59.4
900 200 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 59.1
900 250 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 57.5
900 300 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 53.2
900 400 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 45.6
900 500 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 40.6
900 600 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 42.0
900 700 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 26.7
3600 250 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 52.2
3600 300 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 50.0
3600 400 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 43.7
3600 500 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 35.3
3600 600 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 27.7
3600 700 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 19.4
9000 100 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 59.1
9000 150 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 58.4
9000 200 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 55.2
9000 250 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 51.9
9000 300 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 44.1
9000 400 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 39.9
9000 500 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 33.8
9000 600 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 23.9
9000 700 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 18.3
86400 100 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 58.0
86400 150 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 56.4
86400 200 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 51.7
86400 250 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 46.0
86400 300 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 43.6
86400 400 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 39.6
86400 500 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 25.0
86400 600 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 20.9
86400 700 0.62 0.88 0.012 0.018 0.22 0 0.79 0 0 0 0 8.6
40 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 49.1
40 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 41.7
40 593.3 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 40.1
40 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 39.0
120 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 48.2
120 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 40.8
120 593.3 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 38.9
120 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 38.2
300 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 47.6
300 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 40.2
300 593.3 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 38.2
300 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 37.0
900 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 46.1
900 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 39.1
900 593.3 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 36.2
900 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 35.8
3600 204.4 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 54.9
3600 260 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 51.9
3600 315.6 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 50.2
3600 371.1 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 48.5
3600 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 45.2
3600 482.2 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 41.1
3600 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 38.2
3600 593.3 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 36.2
3600 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 30.3
7200 204.4 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 54.3
7200 315.6 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 50.0
7200 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 44.0
7200 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 36.9
7200 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 27.0
14400 204.4 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 53.5
14400 315.6 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 49.8
14400 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 43.6
14400 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 35.9
14400 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 25.5
28800 204.4 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 53.4
28800 315.6 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 49.5
28800 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 42.8
28800 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 36.0
28800 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 23.8
57600 204.4 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 53.4
57600 315.6 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 49.7
57600 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 42.9
57600 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 35.6
57600 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 21.2
115200 204.4 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 52.9
115200 315.6 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 49.3
115200 426.7 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 42.5
115200 537.8 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 35.1
115200 648.9 0.43 0.74 0.019 0.024 0.23 0.06 0.92 0 0.16 0 0 19.6
10 100 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 63.8
10 150 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 63.3
10 200 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 62.1
10 250 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 63.1
10 300 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 60.4
10 400 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 58.8
10 500 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 56.5
10 600 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 49.4
10 700 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 43.1
90 100 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 63.0
90 150 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 63.2
90 200 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 60.8
90 250 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 60.5
90 300 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 59.0
90 400 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 56.5
90 500 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 48.4
90 600 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 44.3
90 700 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 37.6
900 100 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 63.5
900 150 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 64.0
900 200 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 60.0
900 250 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 57.3
900 300 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 53.2
900 400 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 49.6
900 500 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 44.2
900 600 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 37.7
900 700 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 36.0
3600 250 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 53.3
3600 300 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 50.5
3600 400 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 47.2
3600 500 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 40.0
3600 600 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 33.2
3600 700 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 22.3
9000 100 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 62.7
9000 150 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 57.4
9000 200 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 56.5
9000 250 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 51.6
9000 300 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 49.4
9000 400 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 44.1
9000 500 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 38.0
9000 600 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 31.3
9000 700 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 18.3
86400 100 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 60.5
86400 150 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 55.7
86400 200 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 54.5
86400 250 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 50.3
86400 300 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 49.0
86400 400 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 39.6
86400 500 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 37.0
86400 600 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 26.7
86400 700 0.51 0.81 0.021 0.014 0.28 0 0.98 0 0 0 0 9.9
600 204.4 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 61.0
600 260 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 59.3
600 315.6 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 58.8
600 371.1 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 57.5
600 426.7 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 54.8
600 482.2 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 49.8
600 537.8 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 45.2
600 593.3 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 41.3
600 648.9 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 39.2
600 704.4 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 34.7
3600 204.4 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 59.9
3600 260 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 58.9
3600 315.6 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 58.3
3600 371.1 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 56.7
3600 426.7 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 51.9
3600 482.2 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 47.0
3600 537.8 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 42.1
3600 593.3 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 38.8
3600 648.9 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 34.2
3600 704.4 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 29.0
14400 204.4 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 59.1
14400 260 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 58.6
14400 315.6 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 58.1
14400 371.1 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 55.5
14400 426.7 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 50.0
14400 482.2 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 45.0
14400 537.8 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 40.8
14400 593.3 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 36.7
14400 648.9 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 30.5
14400 704.4 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 25.5
86400 204.4 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 58.9
86400 260 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 58.5
86400 315.6 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 57.7
86400 371.1 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 53.5
86400 426.7 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 48.3
86400 482.2 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 42.9
86400 537.8 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 38.5
86400 593.3 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 32.2
86400 648.9 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 26.3
86400 704.4 0.55 0.78 0.012 0.022 1.62 0 0.77 0.01 0 0 0 20.5
10 100 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 63.1
10 150 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 62.9
10 200 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 63.3
10 250 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 62.8
10 300 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 62.7
10 400 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 59.9
10 500 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 57.8
10 600 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 54.6
10 700 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 37.7
90 100 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 63.3
90 150 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 62.7
90 200 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 62.4
90 250 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 62.6
90 300 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 61.8
90 400 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 59.0
90 500 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 53.0
90 600 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 51.7
90 700 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 35.0
900 100 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 63.1
900 150 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 63.3
900 200 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 62.1
900 250 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 58.3
900 300 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 57.5
900 400 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 52.6
900 500 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 52.3
900 600 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 47.2
900 700 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 33.0
3600 250 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 57.2
3600 300 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 55.2
3600 400 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 50.5
3600 500 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 45.8
3600 600 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 36.8
3600 700 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 24.5
9000 100 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 62.8
9000 150 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 59.8
9000 200 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 58.4
9000 250 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 56.8
9000 300 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 53.7
9000 400 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 49.9
9000 500 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 40.4
9000 600 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 32.1
9000 700 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 22.3
86400 100 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 59.8
86400 150 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 59.4
86400 200 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 56.4
86400 250 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 55.1
86400 300 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 52.9
86400 400 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 45.0
86400 500 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 37.7
86400 600 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 26.0
86400 700 1.02 0.4 0.017 0.014 0.23 0 1.42 0 0 0 0 7.3
600 204.4 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 55.0
600 260 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 53.4
600 315.6 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 52.7
600 371.1 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 51.0
600 426.7 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 49.8
600 482.2 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 46.2
600 537.8 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 43.2
600 593.3 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 41.0
600 648.9 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 35.5
600 704.4 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 31.6
3600 204.4 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 54.2
3600 260 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 53.0
3600 315.6 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 52.6
3600 371.1 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 50.7
3600 426.7 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 47.9
3600 482.2 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 45.0
3600 537.8 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 42.5
3600 593.3 0.41 0.57 0.017 0.005 0.24 0.17 1.57 0.36 0 1.26 0 37.7
